Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Savital anticaspa,20,Savital,350 ml,Cuidado Personal,13500,https://distrimarketsas.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc0NTQwNywicHVyIjoiYmxvYl9pZCJ9fQ==--d1ce5d517b2c7cae54e30b31bad6e5540d6c4be6/chasavital-anticaspa-350-ml.png
Dove hair therapy,10,Dove,400 ml,Cuidado Personal,18500,https://m.media-amazon.com/images/I/61fp89xSpSL._SL1500_.jpg
Cera limpiadora La Joya lavanda,2,La Joya,500 ml,Aseo,8500,https://www.casaluker.com/wp-content/uploads/2024/03/LA-JOYA-CERA-406X511-OK.png
Mansión brillo instantáneo floral,3,Mansión,500 ml,Aseo,7500,https://eurosuper.vtexassets.com/arquivos/ids/176006/7702626203836.jpg
Mansión brillo instantáneo piso rojo floral,2,Mansión,500 ml,Aseo,7500,https://eurosuper.vtexassets.com/arquivos/ids/176006/7702626203836.jpg
Savital multivitaminas y sábila,5,Savital,350 ml,Cuidado Personal,13500,https://drogueriaalamedasur.co/wp-content/uploads/Diseno-sin-titulo-2023-08-14T213931.360-430x430.png
Esponjas,24,Genérica,Paquete,Aseo,2000,https://blog.synthesia.com/hs-fs/hubfs/esponjas%20poliuretano.png?width=1000&height=699&name=esponjas%20poliuretano.png
Savital acondicionador fusión proteínas y sábila,22,Savital,350 ml,Cuidado Personal,13500,https://www.droguerialaeconomia.com/economia/site/img/1x/131695.jpg
Johnson's baby shampoo,32,Johnson's,400 ml,Cuidado Personal,17000,https://exitocol.vtexassets.com/arquivos/ids/26866712/Johnsons-Baby-Shampoo-Original-X-400-ml-1472447_b.jpg
Nutribela15,12,Nutribela,400 ml,Cuidado Personal,22000,https://drogueriascomfenalco.com/image/cache/catalog/FOTOS/LINEA%20CUIDADO%20PERSONAL(CAPILARES)/QUALA/shampoo_prohialuronico_7202_6240-600x600.JPG
Jabón el Puma,1,El Puma,125 g,Aseo,2500,https://images.rappi.com/products/6ab5c830-5e2d-4de1-b288-c55363c8e5ae.png
Jabón el Puma (barra),27,El Puma,250 g,Aseo,4000,https://dalisa.co/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc2OTM1MywicHVyIjoiYmxvYl9pZCJ9fQ==--cc6b8f595487fc30b39d5ebf623b6464712c0fb1/jabon%20lav%20(6).jpg
Pantene equilibrio,12,Pantene,400 ml,Cuidado Personal,16500,https://megatiendas.vtexassets.com/arquivos/ids/167879/7500435209656.jpg
Nutribela15 repolarización,8,Nutribela,400 ml,Cuidado Personal,22000,https://pasteurio.vtexassets.com/arquivos/ids/186523/660028_01.jpg
Estropajo,24,Genérica,Unidad,Aseo,1500,https://limpialotodo.com/570-medium_default/productos-de-limpieza-generico-estropajo-tipo-nanas-40-gr-estropajos.jpg
Nutribela15 reparación intensiva,11,Nutribela,400 ml,Cuidado Personal,22000,https://olimpica.vtexassets.com/arquivos/ids/1601138/7702354956219.jpg
Scotch-Brite esponja,6,Scotch-Brite,Unidad,Aseo,3500,https://olimpica.vtexassets.com/arquivos/ids/1086240/7501023107798.jpg
Esponja oro-plata Limpia Ya,5,Limpia Ya,Unidad,Aseo,2500,https://fonina.co/738-large_default/esponja-oro-plata-x-1-limpiaya.jpg
Esponja estropajo Matrix,21,Matrix,Unidad,Aseo,2000,https://supermercadolaestacion.com/35802-thickbox_default/esponja-inoxidable-plateada-matrix-x-unidad.jpg
Esponja Furor,6,Furor,Unidad,Aseo,2200,https://www.ecoplastcentro.com/fotos/10745.jpg
Nutribela15 Enzimoterapia 15ml,12,Nutribela,15 ml,Cuidado Personal,8500,https://drogueriaalamedasur.co/wp-content/uploads/Champu-Nutribela-15-Enzimoterapia-18-Ml.jpg
Nutribela15 Reparación Intensiva 18ml,8,Nutribela,18 ml,Cuidado Personal,9500,https://carulla.vteximg.com.br/arquivos/ids/19665746/Shampoo-NUTRIBELA-REPARACION-INTENSIVA-18-ml-3555433_a.jpg
Nutribela15 Células Madre 15ml,12,Nutribela,15 ml,Cuidado Personal,9000,https://drogueriaalamedasur.co/wp-content/uploads/Acondicionador-Nutribela-15-Celulas-Madres-15-Ml.jpg
Limpia Ya Limón 500ml,3,Limpia Ya,500 ml,Aseo,6500,https://static.merqueo.com/images/products/large/e8b9e3d3-c109-486f-a3e0-3234497d3181.jpg
La Joya Limón 500ml,3,La Joya,500 ml,Aseo,8500,https://media.surtiplaza.co/dimen/7702088207557.png
123 Limón 500ml,7,123,500 ml,Aseo,6000,https://www.kipclin.com/images/virtuemart/product/KIP-PQP-LAVAL00049.jpg
Furor Limón 400ml,3,Furor,400 ml,Aseo,7500,https://olimpica.vtexassets.com/arquivos/ids/719908/7707335286750.jpg
Nutribela15 Células Madre 18ml,11,Nutribela,18 ml,Cuidado Personal,10000,https://megaseo170.com/cdn/shop/files/Shampoo_Nutribela_18_ml_Celulas_Madre_72ab460d-3d36-4588-a279-e7cccc87a922.jpg
Speedstick Xtreme Night 8g,18,Speedstick,8 g,Cuidado Personal,8500,https://www.droguerialaeconomia.com/economia/site/img/1x/115344.jpg
Nutribela15 Termo Protección 24ml,11,Nutribela,24 ml,Cuidado Personal,11000,https://images.rappi.com/products/1687283630085_1687283628973_1687283628703.png
Nutribela15 Células Madre 27ml,11,Nutribela,27 ml,Cuidado Personal,12000,https://megaseo170.com/cdn/shop/files/7702354951733.jpg
Nutribela15 Pro Hialurónico 15ml,7,Nutribela,15 ml,Cuidado Personal,10500,https://copservir.vtexassets.com/arquivos/ids/1573912/TRATAMIENTO-NUTRIBELA-15-PRO-H_F.png
Nutribela15 Pro Hialurónico 18ml,2,Nutribela,18 ml,Cuidado Personal,11500,https://copservir.vtexassets.com/arquivos/ids/1573912/TRATAMIENTO-NUTRIBELA-15-PRO-H_F.png
Marca Axion Lavaplatos en Crema Limón 235gr,5,Axion,235 g,Aseo,5500,https://exitocol.vtexassets.com/arquivos/ids/27624410/Lavaplatos-Limon-X-235-gr-878126_b.jpg
Lavaplatos Salva de 235gr,1,Salva,235 g,Aseo,4500,https://exitocol.vtexassets.com/arquivos/ids/27624410/Lavaplatos-Limon-X-235-gr-878126_b.jpg
Lavaplatos Lava de Uva 235gr,2,Lava,235 g,Aseo,4500,https://cdn-ieffn.nitrocdn.com/NikSAEkKkRJFldGrHYUQJeeNRyGvdqhk/assets/images/optimized/rev-89e5f92/i0.wp.com/yuliethmarketing.com/wp-content/uploads/2021/06/fe95417d45ec60c3e3d1ad9f4ebc2f91.LAVALAVAVAJILLACREMAUVAARRANCAGRASA235GLL.png
Nutribela15 Pro Hialurónico 24ml,5,Nutribela,24 ml,Cuidado Personal,12500,https://copservir.vtexassets.com/arquivos/ids/1573912/TRATAMIENTO-NUTRIBELA-15-PRO-H_F.png
Yodora Crema Clásica 12g,3,Yodora,12 g,Cuidado Personal,6500,https://paraisodistribuciones.com/wp-content/uploads/2023/06/crema-yodora-tubo-12g.png
Crema para Peinar EGO 18ml,1,EGO,18 ml,Cuidado Personal,4500,https://pasteurio.vtexassets.com/arquivos/ids/202457/Cuidado-Personal-Cremas-de-peinar_Ego_Pasteur_1238224_sachet_01.jpg
Acción Disco Multi Superficie Limón 130gr,7,Acción,130 g,Aseo,4000,https://olimpica.vtexassets.com/arquivos/ids/1469168/7509546652559_1.jpg
Speed Max Pulpa de Chontaduro 250ml,4,Speed Max,250 ml,Bebida,3500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702090097245.jpg
Acción Disco Lavaplatos Furor 130gr,4,Acción,130 g,Aseo,4000,https://mercadoslpineda.co/4299-thickbox_default/lavaplatos-axion-x-130-g-disco-limon.jpg
Speed Max Normal 310ml,7,Speed Max,310 ml,Bebida,4000,https://megatiendas.vtexassets.com/arquivos/ids/175078/7702090071849.jpg
Lavaloza en Crema Limón La Joya 500gr,4,La Joya,500 g,Aseo,8000,https://media.surtiplaza.co/dimen/7702088207557.png
Acción de Limón 500gr,1,Acción,500 g,Aseo,7500,https://i5.walmartimages.com.mx/samsmx/images/product-images/img_large/000143764l.jpg
Speedmax Normal Botella 400ml,2,Speedmax,400 ml,Bebida,4500,https://olimpica.vtexassets.com/arquivos/ids/1441168/7702090044195.jpg
Bretaña Botella Vidrio 300ml,2,Bretaña,300 ml,Bebida,6000,https://carulla.vteximg.com.br/arquivos/ids/19577239/Gaseosa-Friopack-Bretana-300-ml-178613_a.jpg
Heineken Botella 330cm3,8,Heineken,330 ml,Bebida,5500,https://labarraccu.com.ar/cdn/shop/files/Cerveza_Heineken_Sin_Alcohol_0.0_Porron_330ml_Pack_x12_1_4e062719-a6a3-4afe-afc1-42566dca17fc_800x.png
Tropi Kola Manzana 400ml,7,Tropi Kola,400 ml,Bebida,3500,https://vecishops-images-production.s3.amazonaws.com/uploads/photoproducts/15398676-480b-4a69-b1eb-e4e502186005.jpg
Pony Malta Go Botella 200cm3,2,Pony Malta,200 ml,Bebida,3000,https://olimpica.vtexassets.com/arquivos/ids/1787038/7702004025784.jpg.jpg
Tra Lavaplatos Limón 400gr,7,Tra,400 g,Aseo,6500,https://exitocol.vtexassets.com/arquivos/ids/26769515/Lavaplatos-Taco-Limon-29362_a.jpg
Tropi Kola Tropical Botella 400ml,3,Tropi Kola,400 ml,Bebida,3500,https://en1ya.com/wp-content/uploads/2022/08/GASEOSA-TROPICOLA-TROPICAL.png
Cristal Aloe Botella 330ml,4,Cristal,330 ml,Bebida,3200,https://exitocol.vteximg.com.br/arquivos/ids/25503916/Agua-con-Aloe-CRISTAL-330-ml-3214239_a.jpg
Axion Limón 150gr,3,Axion,150 g,Aseo,4000,https://exitocol.vtexassets.com/arquivos/ids/26770855/Lavaloza-Limon-AXION-CO01748A-1050255_a.jpg
7up Botella 400ml,1,7up,400 ml,Bebida,3500,https://carulla.vtexassets.com/arquivos/ids/18664743/Gaseosa-Pet-1058167_a.jpg
Gatorade Mandarina Botella 500ml,5,Gatorade,500 ml,Bebida,4500,https://olimpica.vtexassets.com/arquivos/ids/1432351/7702192218050.jpg
Gatorade Blue Ice Botella 500ml,1,Gatorade,500 ml,Bebida,4500,https://olimpica.vtexassets.com/arquivos/ids/1834185/7702192736455.jpg
Colombiana Botella 400ml,1,Colombiana,400 ml,Bebida,3500,https://exitocol.vteximg.com.br/arquivos/ids/27657091/Gaseosa-Colombiana-x-400-ml-1058142_a.jpg
Gatorade Sin Azúcar Botella 500ml,2,Gatorade,500 ml,Bebida,4500,https://exitocol.vtexassets.com/arquivos/ids/26836366/Bebida-Hidra-Sin-Azu-Fresa-Kiwi-GATORADE-500-ml-3401803_a.jpg
Pony Malta Botella 330cm3,6,Pony Malta,330 ml,Bebida,3200,https://exitocol.vtexassets.com/arquivos/ids/26658723/Pony-Malta-Pet-330-ml-617569_a.jpg
Desengrasante Dersa Limón 200ml,1,Dersa,200 ml,Aseo,4500,https://exitocol.vtexassets.com/arquivos/ids/26774702/Lavaloza-Liquido-Limon-Desinf-DERSA-LAVALOZA-LIQUIDO-DERSA-400-ML-3470759_a.jpg
Malta Leona Sabor Original Botella 400cm3,2,Malta Leona,400 ml,Bebida,3500,https://exitocol.vtexassets.com/arquivos/ids/25452188/Malta-Pet-LEONA-400-Mililitro-1397799_a.jpg
Desengrasante Blanco 500ml,1,Genérico,500 ml,Aseo,5000,https://exitocol.vteximg.com.br/arquivos/ids/26778258/Desengrasante-Cocina-BLANCOX-10034210-153770_a.jpg
Cola y Pola Refajo Botella 1500cm3,7,Cola y Pola,1500 ml,Bebida,8000,https://carulla.vtexassets.com/arquivos/ids/20185949/Refajo-Cola-Y-Pola-Pet-X-1500ml-120074_a.jpg
Quita Grasa Easyoff Bang 500ml,3,Easyoff Bang,500 ml,Aseo,8500,https://easycolombia.vtexassets.com/arquivos/ids/171029/easy-off-bang-quitagrasa-limon-pistola-500ml-1.jpg
Pony Malta Go Botella 1L,13,Pony Malta,1 L,Bebida,5500,https://prodcdnmobisoft.oxxodomicilios.com/01J5Z8KDZFY5ASVZ6YCWEH1TRE.png
Quitagrasa Frotex 500ml,1,Frotex,500 ml,Aseo,7500,https://frotex.com/wp-content/uploads/2022/12/SUPERFICIES-ACT2.png
Pony Malta Botella 1.5L,1,Pony Malta,1.5 L,Bebida,7500,https://exitocol.vtexassets.com/arquivos/ids/25709101/Pony-Malta-Pet-15-Litros-618578_a.jpg
Pony Malta Botella 2L,5,Pony Malta,2 L,Bebida,9000,https://lacaretalicores.com/cdn/shop/files/D_NQ_NP_747784-MCO48003291406_102021-O.webp?v=1737561541
Desengrasante GCS 500ml,2,GCS,500 ml,Aseo,6500,https://prodcdnmobisoft.oxxodomicilios.com/01JBYR0R3BZK7AC0N2JYR5W8ZP.png
Desengrasante Furor 500ml,2,Furor,500 ml,Aseo,7000,https://www.ecoplastcentro.com/fotos/8823.jpg
Coronita Extra 210ml,46,Coronita,210 ml,Bebida,4500,https://colanta.vtexassets.com/arquivos/ids/156779/436W-1.png
Limpia Hornos Easyoff 250ml,2,Easyoff,250 ml,Aseo,9500,https://www.mercaboy.com/5058-large_default/limpia-hornos-easy-off-250ml.jpg
Pares de Guantes Amarillos,15,Genérico,Pares,Protección,3500,https://thumbs.dreamstime.com/b/pares-de-guantes-amarillos-del-caucho-o-l%C3%A1tex-para-las-tareas-hogar-protecci%C3%B3n-la-mano-al-trabajar-con-sustancias-qu%C3%ADmicas-144873965.jpg
Alcohol Industrial 375cc GM,3,GM,375 cc,Químicos,8000,https://productosscopa.com/wp-content/uploads/2022/08/Alcohol-Industrial.png
Pares de Avientes Talla 9 Calibre 25,15,Genérico,Pares,Protección,4500,https://mundodotaciones.com/wp-content/uploads/2021/09/producto2.jpg
Alcohol Industrial 750 GM,3,GM,750 ml,Químicos,14000,https://easycolombia.vtexassets.com/arquivos/ids/178871/alcohol-etilico-industrial-x750-cm3-1.jpg
Varsol 375 GM,2,GM,375 ml,Químicos,6500,https://depositolaramada.com/wp-content/uploads/2021/02/VARSOL-BOTELLA-800x800_c.jpg
Varsol 750 GM,3,GM,750 ml,Químicos,11000,https://depositolaramada.com/wp-content/uploads/2021/02/VARSOL-BOTELLA-800x800_c.jpg
Guantes 8 y Medio (pares),90,Genérico,Pares,Protección,3000,https://www.papyser.com/catalogo/0514912.jpg
Thinner 375 GM,1,GM,375 ml,Químicos,7500,https://images.rappi.com/products/1635611155203_1635611152795.jpg
Thinner 375 Vidrio GM,1,GM,375 ml,Químicos,8000,https://easycolombia.vtexassets.com/arquivos/ids/178916/thinner-fino-x375-cm3-1.jpg
Thinner 750 GM,3,GM,750 ml,Químicos,20000,https://images.rappi.com/products/1655420594688_1655420563092.jpg
Magistral Potasa Cáustica 300g,2,Magistral,300g,Limpieza,10000,https://dcdn-us.mitiendanube.com/stores/005/006/151/products/oriental-6-soda-caustica-300g-oriental-min-19cf67f9907022305317229905591158-480-0.jpeg
Destape Cañerías Tiussox 500g,1,Tiussox,500g,Limpieza,13500,https://ferreteriaabg.com/wp-content/uploads/2024/04/super-topo-1.png
Dersa Polvo Limpiador Citrus 500g,2,Dersa,500g,Limpieza,7000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702166005013_33.jpg
Botellas de Andina 330ml,30,Andina,330ml,Bebidas,2800,https://dislicoresqa.vtexassets.com/arquivos/ids/256992/364008-Cerveza-Andina.png
Clorox 460ml,16,Clorox,460ml,Limpieza,5200,https://olimpica.vtexassets.com/arquivos/ids/1188791/7702213862705_1.jpg
Vanish Quita Manchas 130ml,2,Vanish,130ml,Cuidado de ropa,16500,https://eu-images.contentstack.com/v3/assets/blt6618a6af19da7ce1/bltc9bfe4fc3e572709/671b928a85012a35d66a498f/7702626216935_-_VANISH_ROSA_DOYPACK_130ML.png
Vanish Blanco Total 130ml,11,Vanish,130ml,Cuidado de ropa,16500,https://eu-images.contentstack.com/v3/assets/blt6618a6af19da7ce1/blt268b613fbd75dca1/671b9662dd4fd4a8681593db/7702626216942_-_VANISH_BLANCO_DOYPACK_130ML.png
Pequeñín Original Toalla,8,Pequeñín,N/A,Higiene personal,40000,https://drogueriasantamaria.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTEzNDMsInB1ciI6ImJsb2JfaWQifX0=--0bf343d6330479fd64b4210103d93f633bca4509/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--cef66509c9cdc75663c0eefd9421db1d2ea4fead/Toallas%20Humedas%20Peque%C3%B1in%20Original%2024%20unidades.png
Vanish Oxi Action 30g,18,Vanish,30g,Cuidado de ropa,4000,https://i5.walmartimages.com.mx/gr/images/product-images/img_large/00770262620420L.jpg
Woolite 300ml,2,Woolite,300ml,Cuidado de ropa,13500,https://olimpica.vtexassets.com/arquivos/ids/875006/7702626214702-1.jpg
Woolite Ropa Oscura 500ml,3,Woolite,500ml,Cuidado de ropa,20000,https://olimpica.vtexassets.com/arquivos/ids/1423259/7702626217178_1.jpg
Varsol Magistral Eco 400ml,1,Magistral,400ml,Limpieza,9000,https://static.merqueo.com/images/products/large/71aea903-1b7a-40be-bb75-f49174a09d13.jpg
Pañales Pequeñín Etapa 1,21,Pequeñín,N/A,Higiene personal,20000,https://exitocol.vteximg.com.br/arquivos/ids/26755938/Panales-Pequenin-Extraproteccion-Etapa-1-X-100-Und-Jumbopack-1012725_a.jpg
Pañales Pequeñín Etapa 3,15,Pequeñín,N/A,Higiene personal,20000,https://exitocol.vteximg.com.br/arquivos/ids/26755931/Panales-Pequenin-Extraproteccion-Etapa-3-X-60-Und-Megapack-12873_b.jpg
Pañales Pequeñín Etapa 4,8,Pequeñín,N/A,Higiene personal,20000,https://carulla.vteximg.com.br/arquivos/ids/19669489/Panales-Pequenin-Extraproteccion-Etapa-4-X-40-Und-970919_a.jpg
Pañales Pequeñín Etapa 5,4,Pequeñín,N/A,Higiene personal,20000,https://static.merqueo.com/images/products/large/d89d2338-9e49-49fe-a8d2-bf2b9d45a040.jpg
Biovsrsol y Desinfectante,2,Biovarsol,N/A,Limpieza,10000,https://www.multinsa.com/wp-content/uploads/2022/02/Recurso-31_bul.png
Pañales Adulto Mayor Tena,2,Tena,N/A,Higiene personal,40000,https://images.ctfassets.net/cnyu7awagftg/P5C7P5Wf38XB3dOl0Zcu4/b68406545804dad763eb23603a42be2f/linea-tena-slip-interior-2.png
Blancox Ropa Color 500ml,2,Blancox,500ml,Cuidado de ropa,10000,https://mercasur.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6ODY4MDYyLCJwdXIiOiJibG9iX2lkIn19--606c43f1015f58acfcd5be7594dbc80881f6b31a/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJ3ZWJwIiwicmVzaXplX2FuZF9wYWQiOlszMjAsMzIwLHsiZXh0ZW5kIjoid2hpdGUifV19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--a7d4729092d7300df826ec1077a67fefc8243382/226351-800-800%20(1).jpg
Nosotras Megapack,150,Nosotras,N/A,Higiene personal,30000,https://unidrogas.vtexassets.com/arquivos/ids/437123/7702027044199.jpg
Clorox Ropa Vivos 450ml,2,Clorox,450ml,Cuidado de ropa,10000,https://olimpica.vtexassets.com/arquivos/ids/1851381/7702137628654_2.jpg.jpg
Limpieza Real Ropa Color 1L,2,Limpieza Real,1L,Cuidado de ropa,13500,https://olimpica.vtexassets.com/arquivos/ids/1248730/7702137629545_2.jpg
La Calleya Ropa Color 1L,2,La Calleya,1L,Cuidado de ropa,13500,https://static.merqueo.com/images/products/large/d47175fb-ddfe-4b23-9876-99ca6e39da88.jpg
MiDia Ropa Color 1L,2,MiDia,1L,Cuidado de ropa,13500,https://www.midia.com.co/sites/default/files/styles/product_detail/public/2024-02/000_Ropa_Color_MiDia_1000_Ml_1.png
MinoraDos Cuchillas,9,MinoraDos,N/A,Higiene personal,3500,https://lacasadelcientifico.com.co/wp-content/uploads/2024/06/minoraa.png
Fluo Cardent Cepillo,8,Fluo Cardent,N/A,Higiene personal,2500,https://www.ventaprofesionalkbpo.com/171-large_default/cepillo-fluocardent-prevencion-caries.jpg
Gilette Venus,4,Gilette,N/A,Higiene personal,12000,https://exitocol.vtexassets.com/arquivos/ids/27498195/Afeitadora-Breeze-1-Cartucho-1-Soporte-573259_a.jpg
Carefree Toallas Higiénicas (paquetes),4,Carefree,N/A,Higiene personal,8000,https://d31f1ehqijlcua.cloudfront.net/n/3/0/8/3/3083e593f05207571af71b597dde201a4447e2b2_FeminineHygiene_304473_01.jpg
Nosotras Toallas Higiénicas (paquetes),7,Nosotras,N/A,Higiene personal,8000,https://locatelcolombia.vtexassets.com/arquivos/ids/345036/7702027041662_1_Toallas-Higienicas-Nosotras-Natural-Invisible-Con-Alas-X-10Und.png
Oferta Nosotras 2 Paquetes (Total: 4 paquetes),4,Nosotras,N/A,Higiene personal,15000,https://colsubsidio.vteximg.com.br/arquivos/ids/204009-1200-1200/7702027416927_1.jpg.jpg
Lavaloza Líquido Limpia Ya Limón 500ml,3,Limpia Ya,500ml,Limpieza,4500,https://static.merqueo.com/images/products/large/e8b9e3d3-c109-486f-a3e0-3234497d3181.jpg
Marca Axion 235gr Lavaplatos en Crema Limón,5,Axion,235gr,Limpieza,4000,https://exitocol.vtexassets.com/arquivos/ids/27624410/Lavaplatos-Limon-X-235-gr-878126_b.jpg
Acción Disco Multi Superficie 130gr Limón,7,Acción,130gr,Limpieza,3500,https://olimpica.vtexassets.com/arquivos/ids/1469168/7509546652559_1.jpg
Acción de 500gr de Limón,1,Acción,500gr,Limpieza,5000,https://www.abastobasico.com.mx/10423-large_default/axion-lavatrastes-en-polvo-limon-500-g.jpg
150gr Limón Axion,3,Axion,150gr,Limpieza,3000,https://exitocol.vtexassets.com/arquivos/ids/26770856/Lavaloza-Limon-AXION-CO01748A-1050255_b.jpg
Botella Pony Malta 330cm3,6,Pony Malta,330cm3,Bebidas,2800,https://exitocol.vtexassets.com/arquivos/ids/26658723/Pony-Malta-Pet-330-ml-617569_a.jpg
Desengrasante Blanco de 500ml,1,Blanco,500ml,Limpieza,8000,https://www.papyser.com/catalogo/-2883.jpg
Pony Malta 1.5L Botella,1,Pony Malta,1.5L,Bebidas,6500,https://exitocol.vtexassets.com/arquivos/ids/25709101/Pony-Malta-Pet-15-Litros-618578_a.jpg
Pony Malta 2L Botella,5,Pony Malta,2L,Bebidas,8000,https://copservir.vtexassets.com/arquivos/ids/1175234/PONY-MALTA-BOTELLA-X-2-LITROS_F.png
Desengrasante Furos 500ml,2,Furos,500ml,Limpieza,8500,https://fuller.com.co/cdn/shop/files/desengrasante-multiusos-500-fuller.png
Pares de Guantes 8 y Medio,90,Sin Marca,Unidad,Seguridad e higiene,2500,https://locatelcolombia.vtexassets.com/arquivos/ids/196675/7707228360024-guantes-alfasafe-latex-6-y-medio-par-x-12.png
Destape Cañerías Tiussox 500gr,1,Tiussox,500g,Limpieza,13500,https://exitocol.vtexassets.com/arquivos/ids/16533522/destaqueador-destapa-canerias-500cc-soda-caustica-limpieza-sifon-cocinas-banos.jpg
Biovarsol y desinfectante,2,Biovarsol,Unidad,Limpieza,12000,https://www.multinsa.com/wp-content/uploads/2022/02/Recurso-2-1_bul.png
Toallas Higiénicas Carefree (paquetes),4,Carefree,Unidad,Cuidado femenino,8500,https://d31f1ehqijlcua.cloudfront.net/n/3/0/8/3/3083e593f05207571af71b597dde201a4447e2b2_FeminineHygiene_304473_01.jpg
Toallas Higiénicas Nosotras (paquetes),7,Nosotras,Unidad,Cuidado femenino,9500,https://locatelcolombia.vtexassets.com/arquivos/ids/345036/7702027041662_1_Toallas-Higienicas-Nosotras-Natural-Invisible-Con-Alas-X-10Und.png
Oferta Nosotras (paquetes),4,Nosotras,Unidad,Cuidado femenino,7500,https://copservir.vtexassets.com/arquivos/ids/1561694/OF-TOALLAS-NOSOTRAS-AJ-SE-X-8_F.png
Tanga clásica Nosotras (paquete),1,Nosotras,Unidad,Cuidado femenino,12000,https://mispastillas.com/wp-content/uploads/2021/04/1084-Nosotras-Tanga-Classica-tela-x-10-und-FAMILIA-SANCELA-mispastillas-tienda-pastillas-medellin-colombia.jpg
Ladysoft tela suave 10u (paquetes),3,Ladysoft,10u,Cuidado femenino,6500,https://clubsoftys.vtexassets.com/arquivos/ids/171793/7759185010542_2.png
Ladysoft tela suave nocturna 10u (paquetes),3,Ladysoft,10u,Cuidado femenino,7500,https://amarket.com.bo/cdn/shop/files/7759185007917.jpg
Stayfree (paquete),1,Stayfree,Unidad,Cuidado femenino,8000,https://copservir.vtexassets.com/arquivos/ids/1560434/TOALLA-STAYFREE-ESPECIAL-ALAS_F.png
UltraBarba Schick,20,Schick,Unidad,Afeitado,6500,https://supermercadoslacanasta.caxtor.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTQ4NzIxLCJwdXIiOiJibG9iX2lkIn19--847aee8dedbf8c0facf9801b802a996e9fd191c6/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--cef66509c9cdc75663c0eefd9421db1d2ea4fead/75919146.png
Lubriderm 25ml,4,Lubriderm,25ml,Cuidado de la piel,12000,https://drogueriaalamedasur.co/wp-content/uploads/lubriderm-piel-normal-extra-humectante-25-ml.jpg
Paquete de toallas invisible,13,Sin Marca,Unidad,Cuidado femenino,5500,https://olimpica.vtexassets.com/arquivos/ids/1349757/7702027415517.jpg
Kotex promo 16 unidades,16,Kotex,16u,Cuidado femenino,14000,https://olimpica.vtexassets.com/arquivos/ids/822374/7702425805316.jpg
Ladysoft normal (paquetes),42,Ladysoft,Unidad,Cuidado femenino,6000,https://softysco.vteximg.com.br/arquivos/ids/156213-1000-1000/1TTCO711004_2.jpg
Siempre Libre Superpack 24 toallas,24,Siempre Libre,24u,Cuidado femenino,18000,https://images.ctfassets.net/ft324xor1pp0/7vk7nUSUFd0X2xRCrE5DF4/004953ac7b602416e20f1c20cd7ddf42/_AF-IMG-MKP-SIEMPRE-LIBRE-MOONLIGHT-BRASIL-8UNID-SUAVE-FRONT.png
Nosotras maternidad 10 toallas,1,Nosotras,10u,Cuidado femenino,15000,https://eurosuper.vtexassets.com/arquivos/ids/179950/7702027440106.jpg
Nosotras tampones,1,Nosotras,Unidad,Cuidado femenino,12000,https://images.ctfassets.net/o65uf8qogksw/1LprzGN0ujeuFVobUI4mWZ/f43c62860b72d76a2b61a914b0f7e889/tampones-nosotras-con-aplicador-super-flujo-abundantex8.png?w=500&h=500&q=100&fm=png
Blancox desinfectante baño 500ml,2,Blancox,500ml,Limpieza,9500,https://www.kipclin.com/images/virtuemart/product/KIP-BRS-100340921.jpg
Cepillo Colgate,1,Colgate,Unidad,Cuidado dental,4500,https://olimpica.vtexassets.com/arquivos/ids/1484222/7891024316207_1.jpg
Colgate kids,11,Colgate,Unidad,Cuidado dental,5500,https://copservir.vtexassets.com/arquivos/ids/1581668/CREMA-DENTAL-COLGATE-KIDS-GEL_F.png
Siempre libre tampoco 8u,8,Siempre Libre,8u,Cuidado femenino,9500,https://www.drogueriaspatria.com/wp-content/uploads/2024/04/7891010254780-1.jpg
Schick Quattro titanium,1,Schick,Unidad,Afeitado,18000,https://copservir.vtexassets.com/arquivos/ids/1560738/MAQUINA-AFEIT-SCHICK-QUAT-NORM_F.png
