Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Frutiño guanabana,9,Frutiño,10g,Bebidas en polvo,1200,https://mistiendas.com.co/15339-large_default/fresco-frutino-guanabana-x4lt-x66gr.jpg
Frutiño mora dulce,1,Frutiño,10g,Bebidas en polvo,1200,https://eurosuper.vtexassets.com/arquivos/ids/184137/7702354955892.jpg
Frutiño durazno,1,Frutiño,10g,Bebidas en polvo,1200,https://supermercadolaestacion.com/55060-thickbox_default/refresco-boka-sobre-x-2-litros-durazno.jpg
Frutiño salpicón,3,Frutiño,10g,Bebidas en polvo,1200,https://static.merqueo.com/images/products/large/a073476e-40c9-4be3-8724-56cf27c27321.jpg
Frutiño maracuyá,8,Frutiño,10g,Bebidas en polvo,1200,https://ecommerce.surtifamiliar.com/backend/admin/backend/web/archivosDelCliente/items/images/Bebidas-y-Te-en-Polvo-Refrescos-en-Polvo-REFREFRUTINO-x2lt-MARACUYA-488820201112112803.jpg
Frutiño limonada,5,Frutiño,10g,Bebidas en polvo,1200,https://jumbocolombiaio.vtexassets.com/arquivos/ids/673375/7702354032340-1.jpg
Frutiño mezclas de Colombia,3,Frutiño,10g,Bebidas en polvo,1200,https://mercosto.com/52168-thickbox_default/fresco-frutino-mezcla-de-colombia-2lt.jpg
Frutiño mango,3,Frutiño,10g,Bebidas en polvo,1200,https://static.merqueo.com/images/products/large/7e0055e4-8ef3-42ca-aafa-3f5c3982d23c.png
Colombina waffer bridge,3,Colombina,30g,Galletas,2400,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011044921_A1N1_es.jpg
Comapan chocolita,3,Comapan,68g,Galletas,3800,https://eurosuper.vtexassets.com/arquivos/ids/161261/7702432076006.jpg
Galletas Italo guanabana,7,Italo,30 gr,Galletas,2200,https://tiendaitalo.com/wp-content/uploads/962-Wafer-paquet-Guanabana-117-grs.png
Galletas Italo coco,5,Italo,30 gr,Galletas,2200,https://exitocol.vtexassets.com/arquivos/ids/26645775/WAFER-PAQUETACO-117-COCO-ITALO-117-gr-530470_a.jpg
Galletas Italo vainilla,6,Italo,30 gr,Galletas,2200,https://colsubsidio.vteximg.com.br/arquivos/ids/183508-1200-1200/7702117009336.jpg
Galletas Italo limón,7,Italo,30 gr,Galletas,2200,https://s3.pagegear.co/409/productos/15230_800x800.jpg
Galletas Italo mora,4,Italo,30 gr,Galletas,2200,https://mercaldas.vtexassets.com/arquivos/ids/1313100/Galletas-wafer-ITALO-mora-x117-g_77971.jpg
Del cerro galleta danesa,9,Del Cerro,48g,Galletas,3200,https://megatiendas.vtexassets.com/arquivos/ids/174900/7709821870023.jpg
Del cerro galleta café premium cafetas,1,Del Cerro,48g,Galletas,3200,https://prodcdnmobisoft.oxxodomicilios.com/01HTG9J71RCP2G87AX20D6K3CH.jpg
Zucaritas,6,Kellogg's,25 gr,Cereales,2800,https://www.corbeta.com.co/media/catalog/product/cache/1/small_image/220x/9df78eab33525d08d6e5fb8d27136e95/z/u/zucaritas_paqueticos.jpg
Coco confitado Productos el Japonés,1,El Japonés,22g,Frutos secos,2800,https://juangranel.com/wp-content/uploads/2022/10/IMG_5095-scaled.jpg
San romo Uvas pasas,4,San Romo,40g,Frutos secos,3500,https://megatiendas.vtexassets.com/arquivos/ids/164129/LB0031098.jpg
Almendras Italo,2,Italo,27 gr,Frutos secos,4200,https://mercavil.com/41386-thickbox_default/almendra-francesa-italo-grageadas-con-azucar-x-27-gr.jpg
Aromáticas Samoa,9,Samoa,18g,Tés y aromáticas,2200,https://mercoapp.com/wp-content/uploads/2024/08/aromatica-samoa-toronjil-20-bolsas-1.jpg
Aromática tradicional colombiana Jaibel,9,Jaibel,15g,Tés y aromáticas,1800,https://congrupo.com.co/wp-content/uploads/2022/06/12589.jpg
Hindú Té negro premium Café y chocolate,3,Hindú,32g,Tés y aromáticas,3800,https://www.instanteempresas.shop/backend/admin/backend/web/archivosDelCliente/items/images/20240222115302-HINDU-EDICIONES-ESPECIALES-Te-Negro-Premium-Cafe-y-Chocolate-x20-1103202402221153022694.png
Jaibel Té verde flor de Jamaica,6,Jaibel,30g,Tés y aromáticas,3200,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702807483132_32.jpg
Hindú Té original,1,Hindú,19.2g,Tés y aromáticas,2400,https://locatelcolombia.vtexassets.com/arquivos/ids/240276/7702746010253_1_TE-HINDU-ORIGINAL-X-25SOBRES.jpg
Hindú aromáticas manzanilla,3,Hindú,18g,Tés y aromáticas,2200,https://megatiendas.vtexassets.com/arquivos/ids/161818/7702746036017.jpg
Hindú aromáticas apio,10,Hindú,18g,Tés y aromáticas,2200,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702746030237_33.jpg
Hindú aromáticas toronjil,5,Hindú,18g,Tés y aromáticas,2200,https://www.todoaseo.com/wp-content/uploads/2017/01/AROMATICAS-TORONJIL.jpg
Hindú aromáticas cidron,3,Hindú,18g,Tés y aromáticas,2200,https://www.todoaseo.com/wp-content/uploads/2017/01/AROMATICAS-CIDRON.jpg
Hindú aromáticas anis,4,Hindú,18g,Tés y aromáticas,2200,https://www.todoaseo.com/wp-content/uploads/2017/01/AROMATICAS-ANIS.jpg
Aguardiente nectar E.L.C,6,E.L.C,250ml,Licores,8500,https://puntacamaron.com.co/169/aguardiente-nectar.jpg
Aguardiente nectar E.L.C club sin azúcar,3,E.L.C,250ml,Licores,8500,https://megatiendas.vtexassets.com/arquivos/ids/169829/7702404005034.png
Aguardiente nectar E.L.C Azul sin azúcar,10,E.L.C,250ml,Licores,8500,https://piragua.com.co/wp-content/uploads/2019/11/aguardiente-nectar-azul-sin-azucar-375-piragua.jpg
Brownie mama-ia arequipe,2,Mama-ia,70g,Repostería,4800,https://exitocol.vtexassets.com/arquivos/ids/28557879/Brownie-Choc-Relleno-Arequipe-1243227_b.jpg
Huevos,7,Sin Marca,No especificado,Alimentos básicos,8000,https://www.infobae.com/new-resizer/5lqC6duW8bUvc_NX6zU9-iemxXs=/arc-anglerfish-arc2-prod-infobae/public/27HIZC22HVGVTIFRDKAKWIE7IY.jpg
Insta crema Crema no lacte original,7,Insta Crema,4g,Lácteos,800,https://media.surtiplaza.co/dimen/7702354131005.png
Comestibles la buena,4,La Buena,No especificado,No especificado,2500,https://www.labuena.com.co/wp-content/uploads/2022/11/nuevo-logo-la-buena.png
Chicharrones chicarons,10,Chicarons,45 gr,Snacks salados,3200,https://mercaldas.vtexassets.com/arquivos/ids/1331066/Chicharron-FRITO-LAY-natural-x100-g_36400.jpg
Chetos horneados picantes,6,Frito Lay,34 gr,Snacks salados,2800,https://www.droguerialaeconomia.com/economia/site/img/1x/823855.jpg
Chetos normales,1,Frito Lay,34 gr,Snacks salados,2800,https://colsubsidio.vteximg.com.br/arquivos/ids/189956/7702189057877.jpg
Krumer chips kubitos pollo,8,Krumer,32g,Snacks salados,2400,https://krumerchips.com/wp-content/uploads/2023/09/kubitospollo.png
Las caseritas rosquitas,1,Las Caseritas,16g,Snacks salados,1800,https://d31f1ehqijlcua.cloudfront.net/n/d/0/7/b/d07bdf3c699e82eaf730c20edf0b5f1a49b6d785_Snacks_461457_04.jpg
Tostcos picantes,2,Super Ricas,38 gr,Snacks salados,2200,https://mecato.shop/cdn/shop/products/Tostaco_720x.jpg
Maizitos uy,9,Super Ricas,40 gr / 36 gr,Snacks salados,2400,https://images.rappi.com/products/2c6851ec-f8bf-43b7-af0b-3ff1f062d83b.png
Maizitos natural,1,Super Ricas,45 gr,Snacks salados,2600,https://unidrogas.vtexassets.com/arquivos/ids/378979/7702914599436.jpg
Maizitos limón,4,Super Ricas,45 gramos,Snacks salados,2600,https://pasteurio.vtexassets.com/arquivos/ids/173008/Hogar-Snacks_Ramo_Pasteur_1094041_bolsa_01.jpg
Margarita limón,1,Margarita,36g,Snacks salados,2200,https://licoresmedellin.com/cdn/shop/files/PAPAS_MARGARITA_LIMON_PEQUENA_36GR.jpg
Margarita BBQ,5,Margarita,36g,Snacks salados,2200,https://images.rappi.com/products/1713574998103_1713574990205_1713574987154.png
Margarita onduladas flamin hot,2,Margarita,35g,Snacks salados,2200,https://jumbocolombiaio.vtexassets.com/arquivos/ids/772474/7702189058621-1.jpg.jpg
Super ricas limón,5,Super Ricas,30g,Snacks salados,1800,https://distribuidoranikoll.com/wp-content/uploads/2023/04/IMG_20230425_133528_956.jpg
Super ricas original,4,Super Ricas,30g,Snacks salados,1800,https://distribuidoranikoll.com/wp-content/uploads/2023/04/IMG_20230425_132119_895.jpg
Super ricas picante,4,Super Ricas,30g,Snacks salados,1800,https://distribuidoranikoll.com/wp-content/uploads/2023/04/Snack-y-Dulces-Distribuidora-Nikoll-46.jpg
De todito BBQ,2,Frito Lay,50g,Snacks salados,3200,https://mistiendas.com.co/25307-large_default/detodito-bbq-50-gr.jpg
De todito mix,8,Frito Lay,50g,Snacks salados,3200,https://images.rappi.com/products/81346034-66ca-40cf-99aa-e38ba0b2e3dc.png
De todito natural,1,Frito Lay,50g,Snacks salados,3200,https://licoresmedellin.com/cdn/shop/files/DETODITO_NATURAL_PEQUENO_50GR.jpg
De todito limón más intenso,8,Frito Lay,50g,Snacks salados,3200,https://mistiendas.com.co/25308-large_default/detodito-limon-58-gr.jpg
Cheetos boliqueso,10,Frito Lay,34g,Snacks salados,2800,https://olimpica.vtexassets.com/arquivos/ids/1161218/7702189057860_1.jpg
Todo rico original,2,Todo Rico,45g,Snacks salados,2800,https://exitocol.vtexassets.com/arquivos/ids/21788469/Todo-Rico-El-Original-Super-R-SUPER-RICAS-45-gr-246470_a.jpg
Todo rico criollo,4,Todo Rico,45g,Snacks salados,2800,https://static.merqueo.com/images/products/large/ea217d9c-2b58-4543-ac45-b1f6703d0c2e.png
Todo rico picada,4,Todo Rico,45g,Snacks salados,2800,https://olimpica.vtexassets.com/arquivos/ids/904592/7702152110462.jpg
Super ricas chidos chile dulce,1,Super Ricas,38g,Snacks salados,2200,https://static.merqueo.com/images/products/large/a2dfb72f-da01-4b3c-818f-5740308e7a63.jpg
Super ricas chicharrón BBQ,2,Super Ricas,10g,Snacks salados,1200,https://images.rappi.com/products/2092096734-1615947460527.png
Super ricas chicharrón natural,5,Super Ricas,10g,Snacks salados,1200,https://en1ya.com/wp-content/uploads/2023/06/CHICHARRON-SUPER-RICAS-NATURAL-X50g.jpg
Yupi tosti empanadas carne,4,Yupi,40g,Snacks salados,2400,https://static.merqueo.com/images/products/large/536c824a-2312-4b78-9ef2-d70fcc61c445.jpg
Yupi tosti arepa,4,Yupi,40g,Snacks salados,2400,https://yupi.com.co/wp-content/uploads/2024/05/tosti-arepa.png
Yupi anillos de cebolla,5,Yupi,21g,Snacks salados,1800,https://eurosuper.vtexassets.com/arquivos/ids/157233/7703133081795.jpg
Pidamos plátano verde limon mandarina,3,Pidamos,38 gr,Snacks salados,2400,https://www.mercaboy.com/10381-large_default/platano-verde-pisaos-limon-mandarino-ramo-x135g.jpg
Krumer chips platanitos maduros,9,Krumer,38g,Snacks salados,2400,https://krumerchips.com/wp-content/uploads/2023/09/platanitosduclesrender.png
Krumer chips platanitos verdes,7,Krumer,38g,Snacks salados,2400,https://carulla.vtexassets.com/arquivos/ids/19882100/Platano-Verde-NATUCHIPS-38-gr-3022782_a.jpg
Krumer chips tocinetas,10,Krumer,25g,Snacks salados,2000,https://krumerchips.com/wp-content/uploads/2024/04/tocinetas.png
Krumer chips deli todo BBQ,5,Krumer,45g,Snacks salados,2800,https://krumerchips.com/wp-content/uploads/2024/02/deli-todo-bbq-opc-2.png
Krumer chips deli todo jalapeño,2,Krumer,45g,Snacks salados,2800,https://krumerchips.com/wp-content/uploads/2024/02/deli-todo-jalapeno.png
Krumer chips chicharrón BBQ,2,Krumer,30g,Snacks salados,2200,https://krumerchips.com/wp-content/uploads/2023/09/chicharronbbq.png
Krumer chips chicharrón natural,9,Krumer,30g,Snacks salados,2200,https://krumerchips.com/wp-content/uploads/2023/09/chicharronnatural.png
Carne seca bacano,10,Bacano,27 gr,Snacks salados,4500,https://images.rappi.com/products/538902367132_btjybjsxmopq_637523115293_gkkukipfceyw_15324_1.jpeg
Achira mishke,9,Mishke,35 gr,Snacks salados,2800,https://megatiendas.vtexassets.com/arquivos/ids/172102/7709399344841.jpg
Tostacos de queso,2,Super Ricas,38 gr,Snacks salados,2200,https://exitocol.vtexassets.com/arquivos/ids/27520755/Tostacos-Queso-697410_a.jpg
Colombina snow mint krash,3,Colombina,30.6g,Dulces,2400,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Dulces/7702011147387_A1N1_es.jpg
Colombina waffer bridge fresa,3,Colombina,30g,Galletas,2400,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011044914_A1N1_es.jpg
Colombia waffles bridge chocolate,4,Colombina,30g,Galletas,2400,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011076298_A1N1_es.jpg
Nucita waffer con avellana,2,Nucita,21g,Galletas,2200,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011045096_A1N1_es.jpg
Misilac,5,Misilac,42g,Dulces,3800,https://www.dispropancaribe.com/cdn/shop/products/113501.png
Karla bocadillo de guayaba,8,Karla,36 unidades 1800 g,Dulces,2200,https://i.ytimg.com/vi/FzgUbxKwMxU/maxresdefault.jpg
Galletin las américas bocadillo,3,Las Américas,39g,Galletas,1500,https://dulcerianathaly.com/img_products/R0v2058Herpo%20america.jpg
Misilac galletas dulce de leche,7,Misilac,39g,Galletas,3200,https://www.nisilac.com/wp-content/uploads/2019/07/vaso-galleta-relleno-con-dulce-de-leche.jpg
Productos guayatá bocadillo de guayaba,5,Guayatá,200g,Dulces,4500,https://freskofood57.com/wp-content/uploads/2024/01/Producto-guavata-bocadillo-de-guayaba-400g.jpeg
Marqueta dulce de bocadillo,7,Marqueta,2g,Dulces,1200,https://multidulces.com.co/wp-content/uploads/2024/01/PhotoRoom-20240119_093817.png
Galletas oreo,7,Oreo,108 gr / 54 gr / 36 gr,Galletas,4800,https://static.merqueo.com/images/products/large/35ab2252-36a3-4a7e-b1fe-0492e963d736.png
Galletas Ritz,6,Ritz,108 gr,Galletas,4200,https://walmartni.vtexassets.com/arquivos/ids/617978/28203_01.jpg
Galletas Ritz queso,1,Ritz,30 gr,Galletas,2800,https://colsubsidio.vteximg.com.br/arquivos/ids/198377-1200-1200/7622201389895.jpg
Galletas Ritz normales,5,Ritz,30 gr,Galletas,2800,https://ecommerce.surtifamiliar.com/backend/admin/backend/web/archivosDelCliente/items/images/20240717151827-Galleteria-Galletas-Saborizadas-Galleta-Ritz-x525g-Slug-Mantequilla-38025202407171518277084.jpg
Oreo Coca-Cola,10,Oreo,54 gr,Galletas,4500,https://images.rappi.com/products/1731614607752_1731614605165_1731614605100.jpg
Galletas club social,1,Club Social,24 gr,Galletas,2400,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/6/7622201717568.jpg
Club social integral,9,Club Social,24 gr,Galletas,2600,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/6/7622201720056.jpg
Alfajor chocolate blanco,1,Alfajor,40 gr,Dulces,3200,https://acdn-us.mitiendanube.com/stores/798/865/products/30280726-cf7f52c692dfef1f7416849989445389-1024-1024.jpg
Alfajor chocolate,1,Alfajor,85 gr,Dulces,4800,https://www.gourmet.cl/wp-content/uploads/2016/09/Alfajores-Ajustada-Web-570x458.jpg
Chocoramo chocolate,10,Chocoramo,60 gr,Dulces,2800,https://comercialpapelera.com.co/tienda/15805-medium_default/ramo-chocoramo-65-gr.jpg
Gala natural,4,Gala,60 gr,Dulces,2400,https://copservir.vtexassets.com/arquivos/ids/1564544/PONQUE-GALA-NATURAL_F.png
Gala vainilla,2,Gala,60 gr,Dulces,2400,https://olimpica.vtexassets.com/arquivos/ids/948359/7702914597982.jpg
Gansito,7,Bimbo,37 gr,Dulces,2200,https://en1ya.com/wp-content/uploads/2022/01/GANSITO-RAMO-37g-X1-UNIDAD.png
Chocorqmo brownie,10,Chocoramo,65 gr,Dulces,3200,https://olimpica.vtexassets.com/arquivos/ids/946530/7702914160308.jpg
Chocorqmo barra frutos rojos,4,Chocoramo,40 gr,Dulces,2800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702914114400.jpg
Ponque ramo,5,Ramo,280 gr,Dulces,8500,https://olimpica.vtexassets.com/arquivos/ids/864330/7702914594462.jpg
Piaza Chocolate,3,Piaza,"11,7 gr",Dulces,800,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011272812_A1R1_es.jpg
Mini Browne,9,Bimbo,20 gr,Dulces,1800,https://exitocol.vteximg.com.br/arquivos/ids/9154358/Minix-Mini-Brownies-Bolsa-X-15-Und-493974_a.jpg
Mini gansito,4,Bimbo,20 gr,Dulces,1800,https://mercosto.com/52966-large_default/gansito-mini-12und-20g.jpg
Misilac Pamelitas de leche,8,Misilac,600g,Dulces,12000,https://www.nisilac.com/wp-content/uploads/2019/07/panelita-con-leche-bolsa40.jpg
Galletas festival chocolate,5,Festival,50 gr,Galletas,3200,https://festival.com.co/wp-content/uploads/2020/11/08-03-Productos-x4-x6-675x213-Festival-v1-Chocolate.png
Galletas festival fresa,9,Festival,50 gr,Galletas,3200,https://festival.com.co/wp-content/uploads/2020/11/08-03-Productos-x4-x6-675x213-Festival-v1-Fresa.png
Galletas festival vainilla,10,Festival,50 gr,Galletas,3200,https://festival.com.co/wp-content/uploads/2020/11/08-03-Productos-x4-x6-675x213-Festival-v1-Vainilla.png
Galletas festival limon,8,Festival,50 gr,Galletas,3200,https://festival.com.co/wp-content/uploads/2020/11/08-03-Productos-x4-x6-675x213-Festival-v1-Limo%CC%81n-1.png
Colombina muuu leche,10,Colombina,12g,Dulces,1200,https://farmawebonline.com/wp-content/uploads/2024/01/D_849131-MCO43139606489_082020-F-1-1200x675.jpg
Nestle cocosette,1,Nestlé,46g,Dulces,3800,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702024283973_1.jpg
Trululu mutantes Splash,9,Trululu,100 gr,Gomitas,5200,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702993054123.jpg
Trululu feroz Mini,2,Trululu,70 gr,Gomitas,4800,https://static.merqueo.com/images/products/large/e4bb0246-810a-42b8-b487-04ef5a2c5067.png
Trululu aros mini,10,Trululu,12 gr,Gomitas,1500,https://images.rappi.com/products/1696107173565_1696107170830_1696107395653.jpg
Trululu mix ácidas,2,Trululu,100 gr,Gomitas,5200,https://mercaldas.vtexassets.com/arquivos/ids/1324908/Gomas-TRULULU-mix-acida-x100-g_130012.jpg
Gomitas gryzzly,2,Gryzzly,4.5 gr,Gomitas,1200,https://exitocol.vteximg.com.br/arquivos/ids/26675339/Gomas-Clasica-GRISSLY-400-gr-3125814_a.jpg
Gomitas bon bom bum,2,Colombina,45 gr,Gomitas,3800,https://carulla.vtexassets.com/arquivos/ids/20547452/GOMITAS-BBB-24BS145g-BON-BON-BUM-45-gr-3506931_a.jpg
Trolli oink Splash,9,Trolli,40 gr,Gomitas,3200,https://en1ya.com/wp-content/uploads/2023/06/GOMITAS-TROLLI-OINK-X40g.jpg
Trolli Rin Rin pana sapo,3,Trolli,65 gr,Gomitas,4200,https://olimpica.vtexassets.com/arquivos/ids/1587589/7702174085663_RinRinRanaSapo.jpg
Chocomelos fresa,9,Colombina,32 gr,Dulces,2800,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Chocolate/7702011163707_A1N1_es.jpg
Aguardiente nectar Colombiano,7,Néctar,375ml,Licores,24000,https://d2j6dbq0eux0bg.cloudfront.net/images/79441280/3371937399.jpg
Aguardiente nectar Rojo,8,Néctar,375ml,Licores,24000,https://carulla.vtexassets.com/arquivos/ids/19583872/AGUARDIENTE-ROJO-SAZUCA-330744_a.jpg
Aguardiente nectar Verde club sin azúcar,1,Néctar,375ml,Licores,26000,https://megatiendas.vtexassets.com/arquivos/ids/169829/7702404005034.png
Aguardiente antioqueño Rojo,1,Antioqueño,375ml,Licores,24000,https://exitocol.vteximg.com.br/arquivos/ids/27136278/Aguardiente-Antioqueno-X-375ml-32161_a.jpg
Aguardiente antioqueño Verde 24° Sin azúcar,10,Antioqueño,375ml,Licores,26000,https://mercaldas.vtexassets.com/arquivos/ids/1318148/Aguardiente-ANTIOQUENO-24-sin-azucar-x375-ml_129038.jpg
Chivas 12 Regal,8,Chivas,700ml,Whisky,180000,https://exitocol.vtexassets.com/arquivos/ids/26655852/Whisky-12-Anos-1336418_a.jpg
Ron viejo de caldas tradicional,10,Viejo de Caldas,375ml / 750ml,Ron,45000,https://exitocol.vtexassets.com/arquivos/ids/26655701/Ron-Viejo-De-Caldas-Botella-X-750ml-721457_a.jpg
Ron viejo de caldas añejo,4,Viejo de Caldas,375ml,Ron,28000,https://licoresinmemorial.com/wp-content/uploads/2023/04/ron-viejo-de-caldas-tradicional-1.png
Passport selection spirit drink,2,Passport,200ml,Licores,18000,https://www.passportspirits.com/wp-content/uploads/2020/10/Passport-Selection-_Group.png
Leyenda chile Carmenère,3,Leyenda,187.5ml,Vino,8500,https://licorescasamoreno.com/wp-content/uploads/2023/07/Vino_Leyenda_Cabernet_187ml-1.png
Baileys the original Trish cream,4,Baileys,375ml,Licor cremoso,85000,https://exitocol.vtexassets.com/arquivos/ids/28218395/Baileys-Original-X-700-ml-1251232_a.jpg
Ron medellín añejo 3 años,10,Ron Medellín,750ml,Ron,65000,https://exitocol.vtexassets.com/arquivos/ids/26655509/Ron-Medellin-Anejo-X750ml-32201_a.jpg
Calm MacGregor blended Scotch Whisky,7,MacGregor,35cl,Whisky,42000,https://www.winedeals.com/media/catalog/product/cache/f8d2cb12a17084a7445beefcce31e97a/c/l/clan_macgregor_nv_175.jpg
Ballantine's finest blended Scotch Whisky,5,Ballantine's,200ml,Whisky,28000,https://drinkcentral.co/wp-content/uploads/2023/02/WH037-Hhisky-Ballantines-200ml.png
Something special blended Scotch Whisky,6,Something Special,20cl,Whisky,35000,https://exitocol.vtexassets.com/arquivos/ids/26655655/Whisky-Something-Special-X-750-ml-492085_a.jpg
Moscato passito vino bodega añeja,5,Bodega Añeja,1500ml,Vino,38000,https://vinosbodegasanejas.com/wp-content/uploads/2020/11/vino-moscato-passito-garrafa-1500.png
Smirnoff de lulo,9,Smirnoff,375ml,Vodka,32000,https://licoresmedellin.com/cdn/shop/files/VODKA_SMIRNOFF_X1_LULO_MEDIA_375ML.jpg
Leyenda chile Sauvignon blac,10,Leyenda,187.5ml,Vino,8500,https://jumbocolombiaio.vtexassets.com/arquivos/ids/218976/7804449008695.jpg
Leyenda chile Merlot,6,Leyenda,187.5ml,Vino,8500,https://lalico.com.co/cdn/shop/files/IMAGENES_NUEVAS_-_2024-07-20T114222.931.png
Copa something special,8,Something Special,No especificado,Accesorios,15000,"https://static.wixstatic.com/media/d5f7c0_17b9030e3edf493ab2c7ab0822a3caca~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg"
Licor de ron viejo de caldas,9,Viejo de Caldas,750ml,Ron,65000,https://exitocol.vtexassets.com/arquivos/ids/26655701/Ron-Viejo-De-Caldas-Botella-X-750ml-721457_a.jpg
Cheers Crema de ron viejo de caldas,10,Cheers,700ml,Licor cremoso,58000,https://carulla.vtexassets.com/arquivos/ids/17477382/Crema-de-Ron-Viejo-de-Caldas-CHEERS-700-ml-3035450_a.jpg
Euro pen money tester,2,Euro pen,No especificado,Accesorios,25000,https://moblihouse.com/wp-content/uploads/2024/09/esfero-euro-pen-probador-de-billetes-falsos-3-09f7e24e-98ea-4d50-b13f-47f8b05eb221.jpg
Galletas chokis chocolate clásica,3,Chokis,37 gr,Galletas,2800,https://carulla.vtexassets.com/arquivos/ids/19565062/Galleta-Dulce-Clasica-CHOKIS-37-Gramo-3013742_a.jpg
Galletas glasitas fresa,8,Glasitas,32 gramos,Galletas,2600,https://en1ya.com/wp-content/uploads/2023/01/GALLETAS-GLACITAS-FRESA-X32g.jpg
Galletas glasitas limon,1,Glasitas,32 gr,Galletas,2600,https://en1ya.com/wp-content/uploads/2023/03/GALLETAS-GLACITAS-LIMON-32g-PAQUETE-X6-UNIDADES.jpg
Galletas glasitas chocolate,3,Glasitas,33 gr,Galletas,2600,https://en1ya.com/wp-content/uploads/2023/01/GALLETAS-GLACITAS-CHOCOLATE-X32g.jpg
Colombina wafer Capri,5,Colombina,12g,Galletas,1200,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011200914_A1N1_es.jpg
Colombina crakeñas club,3,Colombina,24g,Galletas,2200,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Galletas/7702011205803_A1N1_es.jpg
Galletas brinky vainilla,4,Brinnky,50 gr,Galletas,3200,https://mundodulces17.com/wp-content/uploads/2023/09/BRINKYVAINILLA10PAQUETES-1.jpg
Ducales Noel,4,Noel,27g,Galletas,2400,https://licoresquindio.com/wp-content/uploads/2020/05/galleta-galleta-tradicional-27g-licores-Quindio.jpg
Galletas brinky limón,5,Brinnky,50 gr,Galletas,3200,https://elarca.store/wp-content/uploads/GALELTAS-BRINKY-LIMON-X-10.png
Galletas brinky chocolate,7,Brinnky,50 gr,Galletas,3200,https://mundodulces17.com/wp-content/uploads/2022/03/brinky-2.jpg
Noel dux integral,7,Noel,"27,8g",Galletas,2600,https://megatiendas.vtexassets.com/arquivos/ids/170673/7702025185368.jpg
Tosh miel,6,Tosh,50 gr,Galletas,3500,https://locatelcolombia.vtexassets.com/arquivos/ids/334457/7702025148448_1_Galletas-Tosh-Miel-X-243g.jpg
Colombina crakeñas saltin,3,Colombina,25g,Galletas,2200,https://www.tiendanaturalis.com/wp-content/uploads/2024/04/20230106114151-GALLETERIA-Y-CONFITERIA-GALLETAS-SALADAS-CRAKEnAS-SALTIN-INDIVIDUAL-6-6515202301061141512955.jpg
Festival minichips,8,Festival,35g,Galletas,2800,https://prodcdnmobisoft.oxxodomicilios.com/01HDRZFDG97TW6RWZSGDS8WTJS.png
Milo galletas waffer,7,Milo,33 gr,Galletas,2800,https://locatelcolombia.vtexassets.com/arquivos/ids/392510/7702024181729_1_Galleta%20Wafer%20Milo%20X%2033g.png
Wafer jet vainilla,7,Jet,22g,Galletas,1800,https://megatiendas.vtexassets.com/arquivos/ids/174008/7702007224023.jpg
Wafer jet fresa,9,Jet,22g,Galletas,1800,https://supermercadocomunal.com/verbenal/4102-large_default/galletas-wafer-jet-surtida.jpg
Wafer jet chocolate,7,Jet,22g,Galletas,1800,https://supermercadocomunal.com/verbenal/4101-large_default/chocolatina-jet-wafer-chocolate-22-gr.jpg
Wafer jet limón,9,Jet,22g,Galletas,1800,https://chocolatesjet.com/wp-content/uploads/2021/01/04-22-ImgWAFERLimon22gInternaDummiesNuevaLey-Jet.png
Milo anillos,10,Milo,32.5g / 48.7g,Galletas,2800,https://images.rappi.com/products/1708539162459_1708539160975_1708539162034.png
Milo galletas,9,Milo,48 gr,Galletas,3500,https://sumafrut.com.co/wp-content/uploads/2021/05/P1620225.jpg
Triunfo tesoro chocolate,10,Triunfo,50 unidades 100g,Chocolates,8500,https://www.casaluker.com/wp-content/uploads/2024/04/MONEDAS-X-50.png
Colombina choco break,8,Colombina,5g,Chocolates,800,https://dulceria.co/wp-content/uploads/2019/08/choco-break-frutal-1.jpg
